date,player_team,player,team,goals,rank
2024-11-29,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,26.0
2024-11-29,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,27.0
2024-11-29,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,28.0
2024-11-29,dwightmcneil_everton,Dwight McNeil,Everton,3.0,29.0
2024-11-29,jarrodbowen_westham,Jarrod Bowen,West Ham,3.0,30.0
2024-11-29,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,31.0
2024-11-29,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,32.0
2024-11-29,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,3.0,33.0
2024-11-29,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,34.0
2024-11-29,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,35.0
2024-11-29,morganrogers_astonvilla,Morgan Rogers,Aston Villa,3.0,36.0
2024-11-29,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,37.0
2024-11-29,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,38.0
2024-11-29,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,3.0,39.0
2024-11-29,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,43.0
2024-11-29,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,2.0,46.0
2024-11-29,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,47.0
2024-11-29,diogojota_liverpool,Diogo Jota,Liverpool,2.0,48.0
2024-11-29,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,2.0,50.0
2024-11-29,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,51.0
2024-11-29,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,52.0
2024-11-29,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,54.0
2024-11-29,jamesjustin_leicestercity,James Justin,Leicester City,2.0,55.0
2024-11-29,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,2.0,57.0
2024-11-29,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,58.0
2024-11-29,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,60.0
2024-11-29,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,61.0
2024-11-29,cameronarcher_southampton,Cameron Archer,Southampton,2.0,62.0
2024-11-29,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,2.0,64.0
2024-11-29,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,66.0
2024-11-29,leandrotrossard_arsenal,Leandro Trossard,Arsenal,2.0,68.0
2024-11-29,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,69.0
2024-11-29,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,73.0
2024-11-29,adamatraore_fulham,Adama Traore,Fulham,1.0,76.0
2024-11-29,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,77.0
2024-11-29,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,87.0
2024-11-29,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,102.0
2024-11-29,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,103.0
2024-11-29,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,104.0
2024-11-29,simonadingra_brighton,Simon Adingra,Brighton,1.0,111.0
2024-11-29,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,113.0
2024-11-29,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,1.0,115.0
2024-11-29,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,116.0
2024-11-29,beto_everton,Beto,Everton,1.0,117.0
2024-11-29,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,118.0
2024-11-29,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,120.0
2024-11-29,joaofelix_chelsea,Joao Felix,Chelsea,1.0,130.0
2024-11-29,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,136.0
2024-11-29,ashleyyoung_everton,Ashley Young,Everton,0.0,151.0
2024-11-29,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,152.0
2024-11-29,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,154.0
2024-11-29,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,162.0
2024-11-29,matswieffer_brighton,Mats Wieffer,Brighton,0.0,169.0
2024-11-29,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,174.0
2024-11-29,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,175.0
2024-11-29,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,176.0
2024-11-29,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,177.0
2024-11-30,erlinghaaland_manchestercity,Erling Haaland,Manchester City,12.0,1.0
2024-11-30,mohamedsalah_liverpool,Mohamed Salah,Liverpool,10.0,2.0
2024-11-30,chriswood_notthamforest,Chris Wood,Nott'ham Forest,9.0,3.0
2024-11-30,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,8.0,4.0
2024-11-30,yoanewissa_brentford,Yoane Wissa,Brentford,8.0,5.0
2024-11-30,colepalmer_chelsea,Cole Palmer,Chelsea,7.0,6.0
2024-11-30,matheuscunha_wolves,Matheus Cunha,Wolves,7.0,7.0
2024-11-30,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,7.0,8.0
2024-11-30,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,9.0
2024-11-30,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,10.0
2024-11-30,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,6.0,11.0
2024-11-30,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,12.0
2024-11-30,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,13.0
2024-11-30,jamesmaddison_tottenham,James Maddison,Tottenham,5.0,14.0
2024-11-30,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,15.0
2024-11-30,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,16.0
2024-11-30,kaihavertz_arsenal,Kai Havertz,Arsenal,5.0,17.0
2024-11-30,brennanjohnson_tottenham,Brennan Johnson,Tottenham,5.0,18.0
2024-11-30,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,4.0,19.0
2024-11-30,dominicsolanke_tottenham,Dominic Solanke,Tottenham,4.0,20.0
2024-11-30,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,21.0
2024-11-30,jamievardy_leicestercity,Jamie Vardy,Leicester City,4.0,22.0
2024-11-30,joaopedro_brighton,Joao Pedro,Brighton,4.0,23.0
2024-11-30,rauljimenez_fulham,Raul Jimenez,Fulham,4.0,24.0
2024-11-30,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,25.0
2024-11-30,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,4.0,26.0
2024-11-30,evanilson_bournemouth,Evanilson,Bournemouth,4.0,27.0
2024-11-30,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,28.0
2024-11-30,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,29.0
2024-11-30,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,30.0
2024-11-30,dwightmcneil_everton,Dwight McNeil,Everton,3.0,31.0
2024-11-30,jarrodbowen_westham,Jarrod Bowen,West Ham,3.0,32.0
2024-11-30,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,33.0
2024-11-30,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,34.0
2024-11-30,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,35.0
2024-11-30,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,36.0
2024-11-30,morganrogers_astonvilla,Morgan Rogers,Aston Villa,3.0,37.0
2024-11-30,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,38.0
2024-11-30,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,39.0
2024-11-30,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,3.0,40.0
2024-11-30,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,42.0
2024-11-30,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,43.0
2024-11-30,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,47.0
2024-11-30,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,2.0,50.0
2024-11-30,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,51.0
2024-11-30,diogojota_liverpool,Diogo Jota,Liverpool,2.0,52.0
2024-11-30,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,54.0
2024-11-30,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,55.0
2024-11-30,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,57.0
2024-11-30,jamesjustin_leicestercity,James Justin,Leicester City,2.0,58.0
2024-11-30,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,2.0,61.0
2024-11-30,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,62.0
2024-11-30,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,64.0
2024-11-30,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,65.0
2024-11-30,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,66.0
2024-11-30,cameronarcher_southampton,Cameron Archer,Southampton,2.0,67.0
2024-11-30,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,70.0
2024-11-30,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,72.0
2024-11-30,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,75.0
2024-11-30,adamatraore_fulham,Adama Traore,Fulham,1.0,79.0
2024-11-30,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,80.0
2024-11-30,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,93.0
2024-11-30,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,1.0,108.0
2024-11-30,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,109.0
2024-11-30,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,110.0
2024-11-30,simonadingra_brighton,Simon Adingra,Brighton,1.0,118.0
2024-11-30,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,120.0
2024-11-30,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,122.0
2024-11-30,beto_everton,Beto,Everton,1.0,123.0
2024-11-30,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,124.0
2024-11-30,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,126.0
2024-11-30,joaofelix_chelsea,Joao Felix,Chelsea,1.0,136.0
2024-11-30,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,142.0
2024-11-30,ashleyyoung_everton,Ashley Young,Everton,0.0,156.0
2024-11-30,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,157.0
2024-11-30,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,159.0
2024-11-30,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,165.0
2024-11-30,matswieffer_brighton,Mats Wieffer,Brighton,0.0,170.0
2024-11-30,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,175.0
2024-11-30,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,176.0
2024-11-30,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,177.0
2024-11-30,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,178.0
2024-12-01,erlinghaaland_manchestercity,Erling Haaland,Manchester City,12.0,1.0
2024-12-01,mohamedsalah_liverpool,Mohamed Salah,Liverpool,11.0,2.0
2024-12-01,chriswood_notthamforest,Chris Wood,Nott'ham Forest,9.0,3.0
2024-12-01,colepalmer_chelsea,Cole Palmer,Chelsea,8.0,4.0
2024-12-01,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,8.0,5.0
2024-12-01,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,8.0,6.0
2024-12-01,yoanewissa_brentford,Yoane Wissa,Brentford,8.0,7.0
2024-12-01,matheuscunha_wolves,Matheus Cunha,Wolves,7.0,8.0
2024-12-01,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,9.0
2024-12-01,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,10.0
2024-12-01,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,6.0,11.0
2024-12-01,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,12.0
2024-12-01,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,13.0
2024-12-01,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,14.0
2024-12-01,jamesmaddison_tottenham,James Maddison,Tottenham,5.0,15.0
2024-12-01,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,16.0
2024-12-01,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,17.0
2024-12-01,kaihavertz_arsenal,Kai Havertz,Arsenal,5.0,18.0
2024-12-01,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,4.0,19.0
2024-12-01,dominicsolanke_tottenham,Dominic Solanke,Tottenham,4.0,20.0
2024-12-01,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,21.0
2024-12-01,jamievardy_leicestercity,Jamie Vardy,Leicester City,4.0,22.0
2024-12-01,joaopedro_brighton,Joao Pedro,Brighton,4.0,23.0
2024-12-01,rauljimenez_fulham,Raul Jimenez,Fulham,4.0,24.0
2024-12-01,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,25.0
2024-12-01,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,4.0,26.0
2024-12-01,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,27.0
2024-12-01,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,28.0
2024-12-01,evanilson_bournemouth,Evanilson,Bournemouth,4.0,29.0
2024-12-01,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,30.0
2024-12-01,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,31.0
2024-12-01,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,32.0
2024-12-01,dwightmcneil_everton,Dwight McNeil,Everton,3.0,33.0
2024-12-01,jarrodbowen_westham,Jarrod Bowen,West Ham,3.0,34.0
2024-12-01,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,35.0
2024-12-01,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,36.0
2024-12-01,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,37.0
2024-12-01,morganrogers_astonvilla,Morgan Rogers,Aston Villa,3.0,38.0
2024-12-01,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,39.0
2024-12-01,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,40.0
2024-12-01,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,3.0,41.0
2024-12-01,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,42.0
2024-12-01,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,44.0
2024-12-01,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,45.0
2024-12-01,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,49.0
2024-12-01,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,2.0,52.0
2024-12-01,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,53.0
2024-12-01,diogojota_liverpool,Diogo Jota,Liverpool,2.0,54.0
2024-12-01,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,57.0
2024-12-01,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,58.0
2024-12-01,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,61.0
2024-12-01,jamesjustin_leicestercity,James Justin,Leicester City,2.0,62.0
2024-12-01,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,65.0
2024-12-01,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,67.0
2024-12-01,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,68.0
2024-12-01,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,69.0
2024-12-01,cameronarcher_southampton,Cameron Archer,Southampton,2.0,70.0
2024-12-01,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,73.0
2024-12-01,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,75.0
2024-12-01,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,78.0
2024-12-01,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,81.0
2024-12-01,adamatraore_fulham,Adama Traore,Fulham,1.0,83.0
2024-12-01,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,95.0
2024-12-01,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,109.0
2024-12-01,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,110.0
2024-12-01,simonadingra_brighton,Simon Adingra,Brighton,1.0,118.0
2024-12-01,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,120.0
2024-12-01,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,122.0
2024-12-01,beto_everton,Beto,Everton,1.0,123.0
2024-12-01,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,124.0
2024-12-01,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,126.0
2024-12-01,joaofelix_chelsea,Joao Felix,Chelsea,1.0,136.0
2024-12-01,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,142.0
2024-12-01,ashleyyoung_everton,Ashley Young,Everton,0.0,157.0
2024-12-01,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,158.0
2024-12-01,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,160.0
2024-12-01,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,166.0
2024-12-01,matswieffer_brighton,Mats Wieffer,Brighton,0.0,171.0
2024-12-01,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,176.0
2024-12-01,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,177.0
2024-12-01,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,0.0,178.0
2024-12-01,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,179.0
2024-12-03,erlinghaaland_manchestercity,Erling Haaland,Manchester City,12.0,1.0
2024-12-03,mohamedsalah_liverpool,Mohamed Salah,Liverpool,11.0,2.0
2024-12-03,chriswood_notthamforest,Chris Wood,Nott'ham Forest,9.0,3.0
2024-12-03,colepalmer_chelsea,Cole Palmer,Chelsea,8.0,4.0
2024-12-03,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,8.0,5.0
2024-12-03,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,8.0,6.0
2024-12-03,yoanewissa_brentford,Yoane Wissa,Brentford,8.0,7.0
2024-12-03,matheuscunha_wolves,Matheus Cunha,Wolves,7.0,8.0
2024-12-03,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,9.0
2024-12-03,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,10.0
2024-12-03,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,6.0,11.0
2024-12-03,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,12.0
2024-12-03,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,13.0
2024-12-03,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,14.0
2024-12-03,jamesmaddison_tottenham,James Maddison,Tottenham,5.0,15.0
2024-12-03,jamievardy_leicestercity,Jamie Vardy,Leicester City,5.0,16.0
2024-12-03,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,17.0
2024-12-03,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,18.0
2024-12-03,kaihavertz_arsenal,Kai Havertz,Arsenal,5.0,19.0
2024-12-03,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,4.0,20.0
2024-12-03,dominicsolanke_tottenham,Dominic Solanke,Tottenham,4.0,21.0
2024-12-03,facundobuonanotte_leicestercity,Facundo Buonanotte,Leicester City,4.0,22.0
2024-12-03,joaopedro_brighton,Joao Pedro,Brighton,4.0,23.0
2024-12-03,rauljimenez_fulham,Raul Jimenez,Fulham,4.0,24.0
2024-12-03,antoinesemenyo_bournemouth,Antoine Semenyo,Bournemouth,4.0,25.0
2024-12-03,harveybarnes_newcastleutd,Harvey Barnes,Newcastle Utd,4.0,26.0
2024-12-03,jeanphilippemateta_crystalpalace,Jean-Philippe Mateta,Crystal Palace,4.0,27.0
2024-12-03,marcusrashford_manchesterutd,Marcus Rashford,Manchester Utd,4.0,28.0
2024-12-03,nonimadueke_chelsea,Noni Madueke,Chelsea,4.0,29.0
2024-12-03,evanilson_bournemouth,Evanilson,Bournemouth,4.0,30.0
2024-12-03,jhonduran_astonvilla,Jhon Duran,Aston Villa,4.0,31.0
2024-12-03,sonheungmin_tottenham,Son Heung-min,Tottenham,3.0,32.0
2024-12-03,alexiwobi_fulham,Alex Iwobi,Fulham,3.0,33.0
2024-12-03,dwightmcneil_everton,Dwight McNeil,Everton,3.0,34.0
2024-12-03,jarrodbowen_westham,Jarrod Bowen,West Ham,3.0,35.0
2024-12-03,emilesmithrowe_fulham,Emile Smith Rowe,Fulham,3.0,36.0
2024-12-03,gabrielmartinelli_arsenal,Gabriel Martinelli,Arsenal,3.0,37.0
2024-12-03,kaorumitoma_brighton,Kaoru Mitoma,Brighton,3.0,38.0
2024-12-03,morganrogers_astonvilla,Morgan Rogers,Aston Villa,3.0,39.0
2024-12-03,rayanaitnouri_wolves,Rayan Ait-Nouri,Wolves,3.0,40.0
2024-12-03,alejandrogarnacho_manchesterutd,Alejandro Garnacho,Manchester Utd,3.0,41.0
2024-12-03,joshuazirkzee_manchesterutd,Joshua Zirkzee,Manchester Utd,3.0,42.0
2024-12-03,leandrotrossard_arsenal,Leandro Trossard,Arsenal,3.0,44.0
2024-12-03,gabrielmagalhaes_arsenal,Gabriel Magalhaes,Arsenal,3.0,45.0
2024-12-03,mateokovacic_manchestercity,Mateo Kovacic,Manchester City,3.0,49.0
2024-12-03,brunofernandes_manchesterutd,Bruno Fernandes,Manchester Utd,2.0,52.0
2024-12-03,dejankulusevski_tottenham,Dejan Kulusevski,Tottenham,2.0,53.0
2024-12-03,diogojota_liverpool,Diogo Jota,Liverpool,2.0,54.0
2024-12-03,adamarmstrong_southampton,Adam Armstrong,Southampton,2.0,57.0
2024-12-03,anthonygordon_newcastleutd,Anthony Gordon,Newcastle Utd,2.0,58.0
2024-12-03,dominiccalvertlewin_everton,Dominic Calvert-Lewin,Everton,2.0,61.0
2024-12-03,jamesjustin_leicestercity,James Justin,Leicester City,2.0,62.0
2024-12-03,pedroporro_tottenham,Pedro Porro,Tottenham,2.0,65.0
2024-12-03,aaronwanbissaka_westham,Aaron Wan-Bissaka,West Ham,2.0,67.0
2024-12-03,amadouonana_astonvilla,Amadou Onana,Aston Villa,2.0,68.0
2024-12-03,callumhudsonodoi_notthamforest,Callum Hudson-Odoi,Nott'ham Forest,2.0,69.0
2024-12-03,cameronarcher_southampton,Cameron Archer,Southampton,2.0,70.0
2024-12-03,joelinton_newcastleutd,Joelinton,Newcastle Utd,2.0,73.0
2024-12-03,lucaspaqueta_westham,Lucas Paqueta,West Ham,2.0,75.0
2024-12-03,stephymavididi_leicestercity,Stephy Mavididi,Leicester City,2.0,78.0
2024-12-03,amaddiallo_manchesterutd,Amad Diallo,Manchester Utd,1.0,81.0
2024-12-03,adamatraore_fulham,Adama Traore,Fulham,1.0,83.0
2024-12-03,bilalelkhannouss_leicestercity,Bilal El Khannouss,Leicester City,1.0,96.0
2024-12-03,carlosbaleba_brighton,Carlos Baleba,Brighton,1.0,97.0
2024-12-03,kevindebruyne_manchestercity,Kevin De Bruyne,Manchester City,1.0,111.0
2024-12-03,luissinisterra_bournemouth,Luis Sinisterra,Bournemouth,1.0,112.0
2024-12-03,simonadingra_brighton,Simon Adingra,Brighton,1.0,120.0
2024-12-03,yankubaminteh_brighton,Yankuba Minteh,Brighton,1.0,122.0
2024-12-03,andreaspereira_fulham,Andreas Pereira,Fulham,1.0,124.0
2024-12-03,beto_everton,Beto,Everton,1.0,125.0
2024-12-03,casemiro_manchesterutd,Casemiro,Manchester Utd,1.0,126.0
2024-12-03,cristianromero_tottenham,Cristian Romero,Tottenham,1.0,128.0
2024-12-03,joaofelix_chelsea,Joao Felix,Chelsea,1.0,137.0
2024-12-03,morgangibbswhite_notthamforest,Morgan Gibbs-White,Nott'ham Forest,1.0,143.0
2024-12-03,ashleyyoung_everton,Ashley Young,Everton,0.0,160.0
2024-12-03,bernardosilva_manchestercity,Bernardo Silva,Manchester City,0.0,161.0
2024-12-03,anthonyelanga_notthamforest,Anthony Elanga,Nott'ham Forest,0.0,163.0
2024-12-03,brunoguimaraes_newcastleutd,Bruno Guimaraes,Newcastle Utd,0.0,169.0
2024-12-03,matswieffer_brighton,Mats Wieffer,Brighton,0.0,174.0
2024-12-03,alexismacallister_liverpool,Alexis Mac Allister,Liverpool,0.0,179.0
2024-12-03,axeldisasi_chelsea,Axel Disasi,Chelsea,0.0,180.0
2024-12-03,bobbyreid_leicestercity,Bobby Reid,Leicester City,0.0,181.0
2024-12-04,mohamedsalah_liverpool,Mohamed Salah,Liverpool,13.0,1.0
2024-12-04,erlinghaaland_manchestercity,Erling Haaland,Manchester City,12.0,2.0
2024-12-04,colepalmer_chelsea,Cole Palmer,Chelsea,9.0,3.0
2024-12-04,chriswood_notthamforest,Chris Wood,Nott'ham Forest,9.0,4.0
2024-12-04,nicolasjackson_chelsea,Nicolas Jackson,Chelsea,8.0,5.0
2024-12-04,bryanmbeumo_brentford,Bryan Mbeumo,Brentford,8.0,6.0
2024-12-04,yoanewissa_brentford,Yoane Wissa,Brentford,8.0,7.0
2024-12-04,matheuscunha_wolves,Matheus Cunha,Wolves,7.0,8.0
2024-12-04,olliewatkins_astonvilla,Ollie Watkins,Aston Villa,7.0,9.0
2024-12-04,dannywelbeck_brighton,Danny Welbeck,Brighton,6.0,10.0
2024-12-04,jorgenstrandlarsen_wolves,Jorgen Strand Larsen,Wolves,6.0,11.0
2024-12-04,liamdelap_ipswichtown,Liam Delap,Ipswich Town,6.0,12.0
2024-12-04,brennanjohnson_tottenham,Brennan Johnson,Tottenham,6.0,13.0
2024-12-04,bukayosaka_arsenal,Bukayo Saka,Arsenal,5.0,14.0
2024-12-04,alexanderisak_newcastleutd,Alexander Isak,Newcastle Utd,5.0,15.0
2024-12-04,jamesmaddison_tottenham,James Maddison,Tottenham,5.0,16.0
2024-12-04,jamievardy_leicestercity,Jamie Vardy,Leicester City,5.0,17.0
2024-12-04,justinkluivert_bournemouth,Justin Kluivert,Bournemouth,5.0,18.0
2024-12-04,luisdiaz_liverpool,Luis Diaz,Liverpool,5.0,19.0
